,fuel_type,body_type,owner_type,transmission_type,manufacture,seat,owner_no,oem,price,mileage,engine_capacity,city,kilometers_log
1,1,1,1,1,2015.0,7.0,1,1,4.15,15.37,1196.0,1,9.93726076264305
2,1,2,1,1,2021.0,5.0,1,2,7.5,20.0,999.0,1,10.308952660644293
3,1,3,1,1,2015.0,5.0,1,3,3.98,19.81,1086.0,1,10.989470424804097
4,1,3,1,1,2015.0,5.0,1,4,5.5,18.7,1199.0,1,10.819778284410283
5,2,4,1,2,2016.0,5.0,1,5,33.0,13.0,2143.0,1,9.903487552536127
6,1,3,1,2,2016.0,5.0,1,1,4.53,23.1,998.0,1,10.288851988937289
7,1,3,1,1,2010.0,5.0,1,1,2.85,19.0,998.0,1,10.661954199216716
8,2,2,1,2,2018.0,5.0,1,6,50.0,16.55,1995.0,1,10.043292972227004
9,1,2,2,2,2018.0,5.0,2,7,8.21,14.8,1497.0,1,10.162963033097729
10,1,3,1,1,2021.0,5.0,1,3,8.65,21.0,1197.0,1,9.903487552536127
11,1,3,1,2,2019.0,5.0,1,4,7.92,18.2,1199.0,1,9.781941194456632
12,2,4,1,2,2020.0,5.0,1,6,40.5,20.37,1995.0,1,10.819778284410283
13,1,3,1,1,2018.0,5.0,1,1,6.1,22.0,1197.0,1,10.819778284410283
14,1,3,2,1,2018.0,5.0,2,3,5.11,18.9,1197.0,1,10.842028893345104
15,2,2,1,1,2019.0,5.0,1,8,7.1,21.5,1497.0,1,11.145232906548008
16,2,2,1,1,2017.0,5.0,1,9,12.25,17.1,1956.0,1,11.082142548877775
17,1,4,1,1,2014.0,5.0,1,4,5.7,17.4,1497.0,1,11.44337172193852
18,2,2,1,1,2022.0,7.0,1,10,39.0,17.4,2755.0,1,9.798127036878302
19,1,4,2,1,2014.0,5.0,2,4,3.75,18.0,1198.0,1,11.505145277651266
20,1,3,1,1,2016.0,5.0,1,3,2.75,20.3,998.0,1,10.308952660644293
21,1,4,1,1,2014.0,5.0,1,4,4.29,18.0,1198.0,1,10.328820645281759
22,2,3,1,1,2018.0,5.0,1,1,6.75,25.2,1248.0,1,11.074420502783864
23,1,4,2,1,2017.0,5.0,2,4,7.93,17.8,1497.0,1,10.753830771109293
24,3,2,1,2,2020.0,5.0,1,8,11.0,17.8,0.0,1,9.903487552536127
25,2,2,1,2,2019.0,5.0,1,3,14.25,17.01,1582.0,1,9.903487552536127
26,1,2,1,2,2020.0,5.0,1,3,10.36,18.15,998.0,1,9.986218950133592
27,1,4,1,1,2016.0,5.0,1,4,8.0,17.8,1497.0,1,11.289781913656018
28,1,4,2,2,2013.0,5.0,2,11,14.0,13.53,1984.0,1,11.385092093460344
29,1,4,2,2,2019.0,5.0,2,4,10.88,17.4,1497.0,1,10.320881231509567
30,1,3,2,2,2017.0,5.0,2,1,5.9,21.4,1197.0,1,11.156250521031495
31,1,3,1,1,2016.0,5.0,1,3,5.68,18.9,1197.0,1,9.6956020036109
32,1,3,2,2,2017.0,5.0,2,1,4.0,23.1,998.0,1,10.915088464214607
33,1,5,1,2,2022.0,7.0,1,10,27.9,8.0,2694.0,1,9.472704636443673
34,1,3,2,2,2016.0,5.0,2,1,4.22,23.1,998.0,1,11.179380938420351
35,1,4,1,1,2015.0,5.0,1,4,4.5,18.0,1198.0,1,10.738676682973242
36,1,2,1,1,2017.0,5.0,1,4,6.5,17.5,1199.0,1,11.002099841204238
37,2,3,1,1,2017.0,5.0,1,4,5.75,27.3,1498.0,1,11.289781913656018
38,2,3,1,2,2015.0,5.0,1,5,19.5,15.0,2143.0,1,10.968198289528557
39,1,4,2,1,2008.0,5.0,2,1,1.5,15.9,1298.0,1,11.156250521031495
40,1,3,1,2,2017.0,5.0,1,1,7.02,21.4,1197.0,1,11.031075949440755
41,1,2,2,1,2016.0,6.0,2,12,4.48,18.15,1198.0,1,10.491774092479899
42,2,2,1,2,2016.0,5.0,1,13,6.5,19.6,1461.0,1,11.918390573078392
43,1,3,1,1,2022.0,5.0,1,3,8.01,20.7,998.0,1,9.752490228984199
44,1,4,2,2,2016.0,5.0,2,4,7.72,18.0,1497.0,1,11.0497941670669
45,1,4,2,1,2013.0,5.0,2,10,5.0,14.53,1798.0,1,11.407564949312402
46,1,2,1,1,2021.0,5.0,1,12,11.03,16.82,1197.0,1,9.953372355465126
47,2,4,1,1,2018.0,5.0,1,10,14.9,21.43,1364.0,1,10.668955394675699
48,2,4,1,2,2017.0,5.0,1,1,6.27,28.4,1248.0,1,11.612816047785024
49,1,4,1,1,2018.0,5.0,1,3,8.35,17.0,1591.0,1,11.275835107523394
50,2,4,1,2,2015.0,5.0,1,11,20.9,18.53,1968.0,1,10.985292722887856
51,1,4,1,1,2014.0,5.0,1,14,3.5,18.2,1199.0,1,11.408209186191696
52,2,2,1,2,2015.0,5.0,1,11,21.0,13.22,2967.0,1,11.141861783579396
53,2,2,1,1,2019.0,5.0,1,4,9.25,25.5,1498.0,1,11.112447898373103
54,2,4,1,1,2017.0,5.0,1,1,8.5,28.09,1248.0,1,11.289781913656018
55,2,4,1,1,2017.0,5.0,1,1,8.5,28.09,1248.0,1,11.289781913656018
56,2,2,1,2,2020.0,7.0,1,11,66.0,14.75,2967.0,1,10.950806546816688
57,2,5,1,1,2018.0,8.0,1,10,21.5,13.68,2393.0,1,12.761025793173605
58,2,4,1,2,2018.0,5.0,1,5,36.0,19.27,2143.0,1,12.761025793173605
59,2,4,1,2,2017.0,5.0,1,6,68.0,16.46,2993.0,1,10.203592144986466
60,1,2,1,1,2018.0,5.0,1,8,7.07,17.0,1198.0,1,10.554092509830399
61,1,3,1,1,2019.0,5.0,1,15,6.8,17.74,999.0,1,10.51845695203205
62,2,2,2,2,2016.0,5.0,2,6,37.5,16.55,2993.0,1,10.819778284410283
63,2,2,1,2,2021.0,6.0,1,8,20.39,14.08,1956.0,1,10.451493347426403
64,1,3,1,1,2019.0,5.0,1,16,4.01,19.02,1198.0,1,11.345263923115024
65,2,4,2,2,2013.0,5.0,2,5,21.5,13.0,2143.0,1,11.002116507732017
66,1,3,1,1,2018.0,5.0,1,3,5.05,20.3,1086.0,1,10.063137370065666
67,1,2,1,2,2022.0,5.0,1,15,15.99,18.41,999.0,1,9.472704636443673
68,2,4,1,2,2019.0,5.0,1,4,8.3,23.8,1498.0,1,10.908850868984608
69,1,2,1,1,2020.0,5.0,1,12,10.36,16.82,1197.0,1,10.438927737066038
70,1,2,1,1,2022.0,5.0,1,17,15.95,16.8,1497.0,1,9.210340371976184
71,1,3,3,1,2010.0,5.0,3,18,1.0,14.6,1368.0,1,11.156250521031495
72,1,2,1,1,2020.0,5.0,1,3,8.25,17.52,1197.0,1,10.51867319162636
73,2,2,1,2,2022.0,7.0,1,12,29.0,17.52,2198.0,1,9.903487552536127
74,1,3,1,1,2016.0,5.0,1,1,5.5,21.4,1197.0,1,10.896128027630796
75,1,3,1,1,2011.0,5.0,1,3,2.99,20.36,1197.0,1,10.872370734529454
76,1,2,1,2,2018.0,5.0,1,8,7.5,17.0,1198.0,1,11.002099841204238
77,1,3,1,1,2016.0,5.0,1,1,5.5,21.4,1197.0,1,10.896128027630796
78,1,4,2,1,2014.0,5.0,2,4,3.75,18.6,1199.0,1,11.505145277651266
79,1,4,2,1,2011.0,5.0,2,18,2.65,16.0,1368.0,1,11.002099841204238
80,1,3,1,2,2020.0,5.0,1,4,8.08,17.1,1199.0,1,10.783529151735163
81,1,3,1,1,2016.0,5.0,1,4,5.42,18.7,1199.0,1,11.184754675788312
82,1,4,1,2,2016.0,5.0,1,4,5.29,15.5,1198.0,1,11.289781913656018
83,1,3,1,1,2017.0,5.0,1,15,6.84,16.2,1199.0,1,11.27384306235451
84,2,2,2,1,2018.0,5.0,2,7,8.13,23.0,1498.0,1,11.197598091698122
85,1,4,1,2,2015.0,5.0,1,1,6.5,19.12,1373.0,1,10.596634733096073
86,1,2,1,1,2021.0,5.0,1,9,18.02,14.3,1368.0,1,9.549451979534325
87,1,3,1,1,2019.0,5.0,1,3,7.45,18.6,1197.0,1,10.275051108968611
88,1,3,1,1,2017.0,5.0,1,1,6.19,21.4,1197.0,1,11.154305774093569
89,1,4,1,1,2019.0,5.0,1,3,6.5,20.14,1197.0,1,10.483997808467471
90,1,3,2,2,2016.0,5.0,2,4,5.0,19.0,1199.0,1,11.695247021764184
91,2,5,1,1,2019.0,7.0,1,1,11.45,24.52,1248.0,1,9.798127036878302
92,2,2,1,1,2019.0,5.0,1,8,16.0,16.35,1956.0,1,9.95227771670556
93,1,3,1,1,2016.0,5.0,1,1,5.4,21.4,1197.0,1,11.162005358713861
94,1,4,1,1,2015.0,5.0,1,15,6.75,16.09,1598.0,1,11.05089000537367
95,1,4,2,1,2017.0,5.0,2,15,5.1,17.0,1198.0,1,11.385092093460344
96,1,4,1,1,2017.0,5.0,1,4,8.3,17.4,1497.0,1,11.082142548877775
97,2,2,2,2,2017.0,7.0,2,19,39.0,12.51,2179.0,1,10.308952660644293
98,1,4,1,2,2012.0,5.0,1,4,5.1,15.6,1497.0,1,11.176375225306858
99,1,5,1,2,2019.0,6.0,1,1,12.0,17.99,1462.0,1,11.289781913656018
100,1,4,1,1,2017.0,5.0,1,4,7.66,17.8,1497.0,1,11.359296315788884
101,1,3,1,1,2019.0,5.0,1,3,4.49,20.3,1086.0,1,10.103239644392968
102,1,4,4,1,2017.0,5.0,4,3,7.5,17.0,1591.0,1,11.407564949312402
103,1,3,2,1,2012.0,5.0,2,4,3.17,19.4,1198.0,1,11.11380518579687
104,1,2,1,1,2020.0,5.0,1,20,15.6,15.81,1451.0,1,11.19529264681043
105,2,2,2,1,2017.0,7.0,2,7,19.0,13.5,2198.0,1,11.695247021764184
106,1,3,1,1,2017.0,5.0,1,3,5.22,18.9,1197.0,1,11.409141483706506
107,1,3,1,1,2015.0,5.0,1,3,5.0,18.6,1197.0,1,11.918390573078392
108,1,3,1,1,2018.0,5.0,1,7,6.27,19.0,1194.0,1,10.411990480932474
109,1,3,1,2,2018.0,5.0,1,1,6.87,21.4,1197.0,1,11.156636160948578
110,2,4,3,1,2007.0,5.0,3,3,2.05,13.6,1991.0,1,11.695247021764184
111,1,3,2,1,2015.0,5.0,2,15,5.25,16.2,1199.0,1,11.002099841204238
112,2,3,1,1,2017.0,5.0,1,1,6.2,25.2,1248.0,1,11.207568100838438
113,2,2,2,1,2018.0,7.0,2,12,8.25,18.49,1493.0,1,10.691944912900398
114,1,3,1,1,2015.0,5.0,1,1,5.3,21.21,1197.0,1,11.232960207829446
115,2,2,1,2,2015.0,5.0,1,5,36.0,15.26,2143.0,1,10.968198289528557
116,2,4,2,2,2015.0,5.0,2,11,19.5,20.38,1968.0,1,10.819778284410283
117,2,2,1,1,2015.0,7.0,1,12,6.5,18.49,1493.0,1,11.512925464970229
118,2,4,1,1,2017.0,5.0,1,1,6.5,28.09,1248.0,1,11.598203674225319
119,2,4,1,1,2016.0,5.0,1,15,5.7,21.66,1498.0,1,11.517166459227482
120,1,4,2,1,2016.0,5.0,2,3,4.58,19.1,1197.0,1,11.168842338867679
121,1,4,2,1,2016.0,5.0,2,4,5.77,17.8,1497.0,1,11.652522176304187
122,1,2,1,1,2018.0,5.0,1,4,9.0,17.5,1199.0,1,10.714417768752456
123,1,3,1,1,2021.0,5.0,1,3,6.49,20.7,1197.0,1,10.723619744850563
124,1,3,1,1,2016.0,5.0,1,3,5.49,18.6,1197.0,1,11.690803832066807
125,2,4,3,2,2015.0,5.0,3,15,6.5,21.21,1498.0,1,11.512925464970229
126,1,4,1,1,2017.0,5.0,1,1,5.14,22.41,1197.0,1,11.695038666726447
127,1,4,1,2,2017.0,5.0,1,6,39.0,15.34,1998.0,1,9.852194258148577
128,1,3,2,1,2016.0,5.0,2,3,4.56,18.9,1197.0,1,11.080695348341909
129,1,3,2,1,2016.0,5.0,2,1,5.02,21.4,1197.0,1,11.308161960937449
130,1,4,1,1,2018.0,5.0,1,1,6.85,21.21,1197.0,1,10.715905550345243
132,1,3,1,1,2016.0,5.0,1,4,5.8,18.7,1199.0,1,11.09388867683197
133,1,3,2,1,2016.0,5.0,2,4,5.3,18.7,1199.0,1,11.018629143155449
134,2,4,3,2,2009.0,5.0,3,5,17.0,13.0,2987.0,1,10.819778284410283
135,2,4,1,2,2018.0,5.0,1,6,43.75,18.12,1995.0,1,10.043249494911286
136,2,4,1,2,2018.0,5.0,1,6,82.0,16.46,2993.0,1,9.740968623038354
137,1,3,1,2,2017.0,5.0,1,1,4.2,23.1,998.0,1,11.542076417061915
138,2,4,1,1,2013.0,5.0,1,10,7.75,21.43,1364.0,1,11.049301442688533
139,1,3,2,1,2015.0,5.0,2,1,3.95,20.51,998.0,1,11.08331109662906
140,1,3,1,1,2016.0,5.0,1,1,5.33,21.4,1197.0,1,11.236855707846614
141,1,3,1,1,2015.0,5.0,1,3,5.47,18.6,1197.0,1,11.501975734883972
142,1,3,1,1,2015.0,5.0,1,1,3.95,23.1,998.0,1,10.714417768752456
143,2,4,1,2,2017.0,5.0,1,3,9.08,19.08,1582.0,1,11.239658986752758
144,1,3,2,1,2017.0,5.0,2,3,5.21,18.9,1197.0,1,10.906047719562459
145,2,4,1,2,2019.0,5.0,1,11,22.9,20.38,1968.0,1,10.085809109330082
146,1,4,1,1,2016.0,5.0,1,1,5.07,22.41,1197.0,1,11.478054478026745
147,2,2,1,2,2019.0,5.0,1,17,16.25,22.41,1493.0,1,10.308952660644293
148,1,3,2,1,2016.0,5.0,2,3,5.28,18.9,1197.0,1,11.062253764023986
149,1,3,1,1,2021.0,5.0,1,1,4.35,22.05,796.0,1,9.575747082838362
150,1,2,1,2,2022.0,5.0,1,15,14.9,18.41,999.0,1,9.305650551780507
151,1,2,1,2,2022.0,5.0,1,21,17.9,18.86,1498.0,1,9.95227771670556
152,1,2,1,1,2017.0,5.0,1,4,6.25,17.5,1199.0,1,10.445579258176117
153,1,3,1,1,2022.0,5.0,1,3,6.9,20.7,1197.0,1,9.903487552536127
154,1,2,1,1,2022.0,5.0,1,17,13.5,18.2,998.0,1,9.210340371976184
155,1,2,1,2,2022.0,5.0,1,20,15.5,14.82,1498.0,1,9.903487552536127
156,1,3,1,2,2019.0,5.0,1,10,7.9,19.56,1197.0,1,10.757902880692196
157,1,3,2,1,2014.0,5.0,2,1,2.7,23.95,998.0,1,11.007634496702712
158,2,3,1,1,2014.0,5.0,1,3,3.65,24.0,1186.0,1,11.302920226796246
159,1,4,2,1,2010.0,5.0,2,4,4.25,13.5,1799.0,1,10.855145428247575
160,1,3,2,1,2016.0,5.0,2,3,5.28,18.9,1197.0,1,10.398092326774568
161,1,3,1,1,2016.0,5.0,1,3,5.11,18.9,1197.0,1,11.15240026114191
162,1,4,2,1,2016.0,5.0,2,4,6.25,17.8,1497.0,1,10.896739325546411
163,1,3,2,1,2016.0,5.0,2,2,3.27,19.49,1198.0,1,11.6106599764336
164,1,2,1,1,2018.0,6.0,1,12,5.05,18.15,1198.0,1,10.366183294098564
165,1,2,2,1,2018.0,5.0,2,4,6.4,17.5,1199.0,1,10.729350167917552
166,1,3,1,1,2017.0,5.0,1,1,4.49,25.24,998.0,1,11.107300344060699
167,2,4,1,1,2019.0,5.0,1,4,7.25,24.7,1498.0,1,10.203592144986466
168,1,3,1,1,2021.0,5.0,1,13,4.95,21.74,999.0,1,10.518781293891209
169,1,3,2,1,2011.0,5.0,2,3,2.71,20.36,1197.0,1,11.353624880451743
170,2,2,2,1,2017.0,5.0,2,3,9.4,19.67,1582.0,1,11.002099841204238
171,1,4,1,1,2017.0,5.0,1,4,7.99,17.4,1497.0,1,10.645424897265505
172,2,2,1,1,2022.0,5.0,1,3,18.5,17.4,1493.0,1,9.903487552536127
173,2,5,1,2,2022.0,7.0,1,17,20.0,17.4,1493.0,1,10.308952660644293
174,2,4,1,2,2017.0,5.0,1,5,45.0,16.1,1950.0,1,10.126631103850338
175,2,2,3,1,2014.0,7.0,3,12,7.0,15.1,2179.0,1,11.289781913656018
176,1,4,2,1,2015.0,5.0,2,3,5.85,17.1,1591.0,1,11.002099841204238
177,2,2,1,1,2022.0,5.0,1,8,20.5,16.35,1956.0,1,9.903487552536127
178,1,2,1,2,2022.0,5.0,1,20,19.9,16.35,1451.0,1,9.903487552536127
179,1,2,1,2,2022.0,5.0,1,20,19.9,16.35,1451.0,1,9.903487552536127
180,2,2,2,1,2020.0,5.0,2,3,14.45,16.35,1493.0,1,10.915760965307776
181,1,3,1,1,2018.0,5.0,1,3,4.51,20.3,1086.0,1,11.091437676556433
182,4,5,1,1,2021.0,7.0,1,1,11.0,20.3,1462.0,1,11.156250521031495
183,1,3,1,1,2016.0,5.0,1,3,6.31,18.6,1197.0,1,11.222265630047845
184,1,4,2,1,2012.0,5.0,2,10,4.11,17.6,1496.0,1,11.536563863535628
185,2,4,1,1,2015.0,5.0,1,21,5.0,21.14,1498.0,1,11.409895564650684
186,1,4,1,1,2014.0,5.0,1,1,4.88,22.41,1197.0,1,11.040887768411498
187,2,4,1,1,2015.0,5.0,1,8,4.6,22.95,1248.0,1,11.289781913656018
188,1,3,2,2,2018.0,5.0,2,1,5.14,26.0,998.0,1,10.135352957662207
189,2,3,3,1,2014.0,5.0,3,1,5.08,25.2,1248.0,1,11.073008653880901
190,2,2,1,1,2018.0,5.0,1,8,8.65,21.5,1497.0,1,10.858998997563564
191,1,4,2,2,2018.0,5.0,2,1,8.55,20.28,1462.0,1,10.308952660644293
193,2,2,1,1,2019.0,5.0,1,3,9.25,23.7,1396.0,1,10.790843687312167
194,1,4,1,2,2012.0,5.0,1,4,5.1,16.8,1497.0,1,11.176375225306858
195,2,4,1,2,2020.0,5.0,1,5,57.0,16.1,1950.0,1,10.308952660644293
196,1,3,1,1,2013.0,5.0,1,1,3.5,18.9,998.0,1,11.231861444820023
197,1,4,1,1,2017.0,5.0,1,4,6.3,17.8,1497.0,1,11.471717979491213
198,1,3,1,1,2015.0,5.0,1,1,4.1,20.51,998.0,1,10.749634751165935
199,1,2,1,1,2017.0,5.0,1,4,7.25,17.5,1199.0,1,10.308952660644293
200,1,4,1,1,2015.0,5.0,1,4,4.66,18.0,1198.0,1,9.83745458193169
201,1,2,1,2,2023.0,5.0,1,17,18.64,16.5,1353.0,1,8.837708781126704
202,2,2,1,2,2017.0,5.0,1,11,27.0,15.73,1968.0,1,10.596634733096073
203,1,3,1,1,2021.0,5.0,1,1,5.03,25.24,998.0,1,9.946307549719057
204,1,3,2,1,2018.0,5.0,2,13,3.09,25.17,799.0,1,10.745830299457927
205,1,4,1,2,2016.0,5.0,1,4,6.4,18.0,1497.0,1,11.757219754079022
206,1,2,1,1,2021.0,5.0,1,3,8.41,17.52,1197.0,1,9.458293602198967
207,2,2,1,1,2022.0,7.0,1,8,18.9,16.14,1956.0,1,10.165851817003619
208,1,3,1,1,2011.0,5.0,1,3,2.88,20.36,1197.0,1,10.733152287697589
209,1,2,1,1,2021.0,5.0,1,3,9.4,18.0,998.0,1,10.50092197226688
210,1,3,1,2,2018.0,5.0,1,15,8.45,17.21,1197.0,1,10.46310334047155
211,2,2,1,2,2021.0,7.0,1,8,20.56,14.08,1956.0,1,9.74443320268052
212,2,2,1,2,2019.0,5.0,1,6,77.0,13.38,2993.0,1,10.51867319162636
213,1,3,2,1,2016.0,5.0,2,1,4.0,20.51,998.0,1,10.782346370401418
214,1,4,3,1,2013.0,5.0,3,1,4.25,19.1,1197.0,1,10.596634733096073
215,2,4,2,1,2008.0,5.0,2,8,2.0,17.0,1405.0,1,11.918390573078392
216,1,3,1,1,2020.0,5.0,1,15,7.5,17.74,999.0,1,9.903487552536127
217,2,2,1,2,2019.0,5.0,1,3,16.9,17.6,1582.0,1,10.757902880692196
218,1,3,1,1,2013.0,5.0,1,3,3.1,20.36,1197.0,1,11.632582299523976
219,2,2,1,2,2020.0,7.0,1,10,39.0,15.04,2755.0,1,10.87804719253426
220,1,3,2,2,2016.0,5.0,2,1,4.37,26.68,998.0,1,11.09581784507799
221,1,2,1,2,2022.0,5.0,1,12,10.26,17.0,1197.0,1,9.656627474604603
222,2,3,1,1,2015.0,5.0,1,1,5.6,25.2,1248.0,1,11.586129457228644
223,1,3,1,1,2017.0,5.0,1,1,5.32,20.89,1197.0,1,10.079036225042653
224,1,3,1,1,2015.0,5.0,1,1,3.23,24.39,998.0,1,10.274188668207952
225,1,2,1,1,2018.0,5.0,1,4,7.7,17.5,1199.0,1,10.333385076784877
226,1,3,1,1,2022.0,5.0,1,1,4.92,21.7,998.0,1,9.245997049184217
227,1,4,1,1,2015.0,5.0,1,4,6.5,17.4,1497.0,1,11.512925464970229
228,1,4,1,1,2016.0,5.0,1,4,6.33,17.8,1497.0,1,11.23261614684786
229,1,2,2,1,2018.0,5.0,2,3,9.82,15.8,1591.0,1,11.017464530831475
230,2,2,2,2,2009.0,5.0,2,6,13.5,11.7,2993.0,1,11.26446410567173
231,2,2,1,1,2017.0,5.0,1,1,9.0,24.3,1248.0,1,11.695247021764184
232,2,4,1,1,2014.0,5.0,1,4,3.7,25.8,1498.0,1,11.871892779418813
233,1,4,1,1,2017.0,5.0,1,1,6.2,20.73,1373.0,1,11.656454217045027
234,1,3,1,1,2018.0,5.0,1,1,4.8,20.89,1197.0,1,10.668955394675699
235,1,3,1,1,2015.0,5.0,1,4,4.3,18.5,1198.0,1,11.055782778120422
236,2,3,1,1,2015.0,5.0,1,1,5.0,25.2,1248.0,1,11.918390573078392
237,2,4,1,2,2019.0,5.0,1,6,76.0,16.46,2993.0,1,10.87804719253426
238,1,3,1,1,2019.0,5.0,1,1,7.9,21.01,1197.0,1,10.581165702192141
239,2,4,1,2,2018.0,4.0,1,6,52.0,17.09,2993.0,1,10.645424897265505
240,1,5,1,2,2021.0,7.0,1,13,7.76,18.2,999.0,1,10.283874140267756
241,1,3,1,2,2017.0,5.0,1,1,7.02,21.4,1197.0,1,11.032127789043205
242,1,3,1,1,2014.0,5.0,1,1,2.9,23.95,998.0,1,11.3373928113354
243,1,3,1,1,2014.0,5.0,1,1,3.83,25.24,998.0,1,10.413162514544723
244,1,3,1,1,2015.0,5.0,1,1,4.11,25.24,998.0,1,10.422578920719152
245,2,4,1,1,2014.0,5.0,1,1,6.15,26.21,1248.0,1,11.467928099039492
246,1,3,1,1,2018.0,5.0,1,8,5.15,23.84,1199.0,1,9.950371138434978
247,2,4,1,2,2016.0,5.0,1,6,25.75,20.37,1995.0,1,11.097410021008562
248,1,3,2,1,2015.0,5.0,2,3,5.07,18.6,1197.0,1,11.351641067242074
249,1,3,2,1,2016.0,5.0,2,3,3.22,21.1,814.0,1,10.703671343322297
250,1,3,1,1,2017.0,5.0,1,1,5.75,21.4,1197.0,1,10.897183671254679
251,1,3,1,1,2020.0,5.0,1,1,8.5,21.01,1197.0,1,9.904836642105424
252,2,4,1,2,2019.0,5.0,1,11,37.0,18.53,1968.0,1,10.691944912900398
253,2,2,1,2,2014.0,5.0,1,11,18.0,15.73,1968.0,1,10.968198289528557
254,2,4,1,1,2013.0,5.0,1,4,4.25,25.8,1498.0,1,11.125864948538169
255,1,3,1,1,2017.0,5.0,1,1,6.5,21.01,1197.0,1,11.044584452810392
256,2,5,1,1,2009.0,7.0,1,10,7.5,12.8,2494.0,1,11.695247021764184
257,2,4,1,1,2014.0,5.0,1,4,4.5,25.8,1498.0,1,11.569126198158195
258,1,4,1,1,2017.0,5.0,1,1,7.2,20.73,1373.0,1,11.137853762181857
259,1,3,1,2,2014.0,5.0,1,1,4.25,23.1,998.0,1,11.112447898373103
260,1,3,2,1,2010.0,5.0,2,3,2.35,20.36,1197.0,1,11.610714388331683
261,1,3,2,2,2016.0,5.0,2,1,4.37,23.1,998.0,1,11.091757713134774
262,1,3,1,1,2014.0,5.0,1,15,4.1,16.47,1198.0,1,11.571901670070526
263,1,3,1,1,2022.0,5.0,1,1,7.31,20.89,1197.0,1,8.837708781126704
264,1,3,2,1,2018.0,5.0,2,8,5.02,23.84,1199.0,1,10.571291283757406
265,2,5,1,1,2018.0,7.0,1,10,20.5,13.68,2393.0,1,11.56171562913966
266,2,2,1,2,2022.0,7.0,1,8,19.63,14.08,1956.0,1,8.963288275610298
267,1,3,2,1,2011.0,5.0,2,1,2.22,20.92,998.0,1,10.980995366872817
268,2,2,1,1,2019.0,5.0,1,8,14.97,17.0,1956.0,1,10.462102840137968
269,2,2,2,1,2015.0,5.0,2,7,5.29,22.7,1498.0,1,11.574584845356956
270,1,3,2,1,2010.0,5.0,2,1,2.1,18.5,1197.0,1,11.995654037615756
271,2,2,1,2,2020.0,5.0,1,5,74.5,18.5,1950.0,1,10.308952660644293
272,1,2,1,1,2021.0,5.0,1,10,9.75,17.03,1462.0,1,10.165851817003619
273,1,2,1,2,2020.0,5.0,1,17,14.5,17.03,1497.0,1,10.126631103850338
274,2,2,1,2,2021.0,5.0,1,5,62.0,17.03,1950.0,1,10.46310334047155
275,1,3,1,1,2020.0,5.0,1,1,5.95,21.21,1197.0,1,10.950806546816688
276,1,2,1,1,2017.0,5.0,1,3,7.67,15.29,1591.0,1,10.799575577092764
277,1,3,1,1,2022.0,5.0,1,3,8.25,21.0,1197.0,1,10.308952660644293
279,1,3,3,2,2014.0,5.0,3,3,3.35,16.95,1197.0,1,10.596634733096073
280,1,3,1,2,2015.0,5.0,1,4,5.58,19.0,1199.0,1,10.882753083571671
281,1,3,1,1,2022.0,5.0,1,8,6.49,19.01,1199.0,1,9.087946723762116
282,2,2,1,2,2022.0,5.0,1,8,22.5,14.6,1956.0,1,8.837708781126704
283,1,4,1,1,2021.0,5.0,1,21,11.1,18.97,999.0,1,10.452417882335665
284,1,3,1,1,2022.0,5.0,1,1,6.72,20.89,1197.0,1,9.057072635572965
285,1,5,1,1,2022.0,7.0,1,13,6.75,20.0,999.0,1,9.740968623038354
286,1,4,1,1,2017.0,5.0,1,4,7.95,17.8,1497.0,1,10.597159595331789
288,1,3,2,1,2017.0,5.0,2,3,5.87,18.6,1197.0,1,10.756753283988832
289,1,3,1,2,2019.0,5.0,1,4,8.07,18.2,1199.0,1,10.334360464578825
290,2,3,1,1,2012.0,5.0,1,7,2.6,20.0,1399.0,1,11.211928474451154
291,2,4,1,1,2017.0,5.0,1,1,7.6,28.4,1248.0,1,10.341742483467284
292,2,2,1,1,2022.0,7.0,1,12,10.7,16.0,1493.0,1,9.903487552536127
293,1,3,2,1,2020.0,5.0,2,1,6.5,21.01,1197.0,1,9.903487552536127
294,1,3,1,2,2020.0,5.0,1,1,5.2,21.7,998.0,1,10.346152101633399
295,2,4,1,1,2011.0,5.0,1,1,3.5,19.3,1248.0,1,11.407564949312402
296,1,2,1,1,2015.0,5.0,1,3,8.75,15.8,1591.0,1,11.251560700835821
297,2,4,1,2,2019.0,5.0,1,6,43.5,21.76,1995.0,1,9.680344001221918
298,2,2,1,2,2018.0,7.0,1,12,14.5,16.0,2179.0,1,10.043249494911286
299,1,2,1,1,2022.0,4.0,1,12,17.25,15.2,1997.0,1,9.104979856318357
300,1,3,1,1,2018.0,5.0,1,16,3.02,22.7,799.0,1,10.265801566988308
301,2,4,1,2,2018.0,5.0,1,3,10.6,22.0,1582.0,1,11.032111615272209
302,2,5,2,1,2007.0,8.0,2,10,6.0,12.8,2494.0,1,11.918390573078392
303,1,4,1,1,2022.0,5.0,1,8,7.22,19.28,1199.0,1,11.009257497290836
304,1,3,1,1,2018.0,5.0,1,1,4.63,21.63,998.0,1,10.883109827442746
305,1,2,1,2,2021.0,5.0,1,20,17.7,21.63,1451.0,1,10.545341438708522
306,1,4,2,1,2019.0,5.0,2,4,6.27,19.5,1199.0,1,10.539482201591765
307,1,3,1,1,2017.0,5.0,1,1,5.75,21.4,1197.0,1,10.897183671254679
308,1,2,2,1,2018.0,5.0,2,8,6.58,17.0,1198.0,1,11.361416293286421
