Fuel_Type,Body_Type,Kilometers_Driven,Transmission,Owner_Count,Brand,model,Model_Year,Location,mileage,Number_of_Seats
Diesel,Sedan,100000.0,Manual,1,Maruti,Maruti Swift Dzire,2012,Bangalore,19.3,5.0
Diesel,SUV,110000.0,Automatic,2,BMW,BMW X3,2011,Bangalore,16.55,5.0
Petrol,Hatchback,90000.0,Automatic,3,Volkswagen,Volkswagen Polo,2013,Bangalore,17.21,5.0
Petrol,Hatchback,116624.0,Manual,1,Maruti,Maruti Baleno,2016,Bangalore,21.4,5.0
Petrol,Sedan,54561.0,Manual,2,Maruti,Maruti Ciaz,2019,Bangalore,21.56,5.0
Diesel,MUV,120000.0,Manual,2,Toyota,Toyota Innova,2013,Bangalore,12.99,7.0
Petrol,Hatchback,65072.0,Manual,1,Honda,Honda Jazz,2016,Bangalore,18.7,5.0
Petrol,Hatchback,133532.0,Manual,1,Hyundai,Hyundai Grand i10,2017,Bangalore,18.9,5.0
Diesel,MUV,120000.0,Manual,3,Toyota,Toyota Innova,2010,Bangalore,11.4,7.0
Petrol,Sedan,39886.0,Manual,1,Maruti,Maruti Swift Dzire,2013,Bangalore,22.41,5.0
Diesel,SUV,80000.0,Manual,1,Mahindra,Mahindra XUV500,2019,Bangalore,15.1,7.0
Diesel,Hatchback,56976.0,Manual,2,Maruti,Maruti Swift,2015,Bangalore,25.2,5.0
Petrol,Sedan,68303.0,Manual,2,Volkswagen,Volkswagen Vento,2020,Bangalore,17.69,5.0
Petrol,Hatchback,80000.0,Automatic,2,Mini,Mini Cooper,2013,Bangalore,13.6,4.0
Diesel,Sedan,54000.0,Automatic,1,Skoda,Skoda Rapid,2016,Bangalore,21.72,5.0
Petrol,Hatchback,72348.0,Manual,1,Volkswagen,Volkswagen Polo,2018,Bangalore,16.2,5.0
Petrol,SUV,70000.0,Manual,1,Hyundai,Hyundai Creta,2015,Bangalore,13.0,5.0
Petrol,Hatchback,62696.0,Manual,1,Volkswagen,Volkswagen Polo,2021,Bangalore,17.74,5.0
Petrol,Hatchback,65000.0,Manual,1,Hyundai,Hyundai Grand i10,2016,Bangalore,18.9,5.0
Petrol,Hatchback,36000.0,Automatic,1,Hyundai,Hyundai Grand i10,2017,Bangalore,18.9,5.0
Diesel,MUV,199000.0,Manual,2,Toyota,Toyota Innova,2011,Bangalore,12.8,7.0
Petrol,Sedan,71905.0,Automatic,1,Honda,Honda City,2018,Bangalore,18.0,5.0
Petrol,Hatchback,69748.0,Manual,2,Maruti,Maruti Swift,2013,Bangalore,22.38,5.0
Petrol,Hatchback,44000.0,Manual,1,Maruti,Maruti Alto,2008,Bangalore,19.7,5.0
Petrol,Sedan,17875.0,Manual,2,Toyota,Toyota Yaris,2021,Bangalore,17.1,5.0
Petrol,SUV,95678.0,Manual,1,Renault,Renault Duster,2020,Bangalore,16.42,5.0
Petrol,SUV,12003.0,Automatic,1,Renault,Renault Kiger,2022,Bangalore,19.03,5.0
Diesel,SUV,114427.0,Manual,2,Ford,Ford Ecosport,2018,Bangalore,23.0,5.0
Petrol,SUV,20000.0,Automatic,1,Renault,Renault Kiger,2022,Bangalore,19.03,5.0
Petrol,Hatchback,64655.0,Manual,1,Honda,Honda Brio,2012,Bangalore,19.4,5.0
Petrol,SUV,46456.0,Manual,1,Mahindra,Mahindra KUV 100,2018,Bangalore,18.15,6.0
Petrol,SUV,20000.0,Automatic,1,Renault,Renault Kiger,2021,Bangalore,18.24,5.0
Diesel,SUV,50000.0,Manual,1,Jeep,Jeep Compass,2018,Bangalore,17.1,5.0
Diesel,Sedan,90000.0,Manual,4,Volkswagen,Volkswagen Vento,2011,Bangalore,20.54,5.0
Diesel,SUV,20000.0,Manual,1,Hyundai,Hyundai Venue,2022,Bangalore,,5.0
Diesel,MUV,150000.0,Manual,3,Toyota,Toyota Innova,2008,Bangalore,12.8,8.0
Petrol,Hatchback,10000.0,Manual,1,Maruti,Maruti Baleno,2022,Bangalore,22.35,5.0
Petrol,Sedan,40000.0,Manual,1,Honda,Honda City,2018,Bangalore,17.4,5.0
Diesel,SUV,40000.0,Manual,1,Ford,Ford Ecosport,2020,Bangalore,23.0,5.0
Diesel,SUV,91598.0,Manual,2,Ford,Ford Ecosport,2017,Bangalore,22.77,5.0
Petrol,Hatchback,57521.0,Manual,1,Maruti,Maruti Celerio,2015,Bangalore,25.24,5.0
Diesel,SUV,100000.0,Manual,1,Renault,Renault Duster,2016,Bangalore,19.87,5.0
Petrol,Sedan,7598.0,Manual,1,Hyundai,Hyundai Verna,2021,Bangalore,17.7,5.0
Petrol,SUV,38520.0,Manual,1,Renault,Renault Duster,2017,Bangalore,13.06,5.0
Petrol,SUV,20000.0,Manual,1,MG,MG Astor,2022,Bangalore,15.43,5.0
Diesel,SUV,110455.0,Manual,2,Renault,Renault Duster,2014,Bangalore,20.45,5.0
Petrol,SUV,26901.0,Automatic,1,Hyundai,Hyundai Venue,2020,Bangalore,18.15,5.0
Petrol,Hatchback,65376.0,Automatic,1,Hyundai,Hyundai Grand i10,2017,Bangalore,18.9,5.0
Diesel,SUV,28177.0,Manual,3,Mahindra,Mahindra XUV500,2018,Bangalore,15.1,7.0
Petrol,SUV,10000.0,Manual,1,Kia,Kia Sonet,2022,Bangalore,18.2,5.0
Petrol,SUV,27000.0,Automatic,1,Hyundai,Hyundai Creta,2018,Bangalore,13.0,5.0
Petrol,Hatchback,90000.0,Automatic,3,Hyundai,Hyundai i10,2010,Bangalore,19.2,5.0
Petrol,Sedan,20000.0,Manual,1,Honda,Honda City,2022,Bangalore,17.4,5.0
Petrol,Sedan,82998.0,Automatic,1,Honda,Honda City,2016,Bangalore,18.0,5.0
Petrol,Sedan,110000.0,Automatic,3,Audi,Audi A4,2010,Bangalore,12.3,5.0
Petrol,Sedan,14500.0,Manual,1,Honda,Honda City,2019,Bangalore,17.14,5.0
Diesel,Sedan,120000.0,Manual,3,Mahindra,Mahindra Verito,2016,Bangalore,21.03,5.0
Petrol,Hatchback,68000.0,Automatic,2,Hyundai,Hyundai i10,2010,Bangalore,19.2,5.0
Petrol,Sedan,25887.0,Manual,1,Hyundai,Hyundai Xcent,2019,Bangalore,20.14,5.0
Petrol,Hatchback,74094.0,Manual,1,Maruti,Maruti S-Presso,2020,Bangalore,21.7,5.0
Petrol,Hatchback,40000.0,Automatic,1,Honda,Honda Jazz,2018,Bangalore,19.0,5.0
Diesel,Hatchback,91045.0,Manual,1,Maruti,Maruti Ritz,2014,Bangalore,23.2,5.0
Diesel,SUV,80033.0,Manual,1,Mahindra,Mahindra XUV500,2018,Bangalore,15.1,7.0
Diesel,SUV,70000.0,Automatic,2,Mahindra,Mahindra XUV500,2017,Bangalore,16.0,7.0
Petrol,MUV,13957.0,Automatic,1,Renault,Renault Triber,2021,Bangalore,18.2,7.0
Petrol,Hatchback,34140.0,Automatic,2,Maruti,Maruti Baleno,2018,Bangalore,21.4,5.0
Petrol,SUV,20056.0,Manual,1,Ford,Ford Ecosport,2017,Bangalore,17.0,5.0
Petrol,Hatchback,38233.0,Automatic,3,Maruti,Maruti Celerio,2016,Bangalore,26.0,5.0
Petrol,Sedan,100000.0,Manual,1,Volkswagen,Volkswagen Jetta,2013,Bangalore,14.69,5.0
Diesel,SUV,50000.0,Manual,2,Ford,Ford Ecosport,2016,Bangalore,22.77,5.0
Diesel,SUV,70000.0,Manual,2,Mahindra,Mahindra XUV500,2017,Bangalore,16.0,7.0
Petrol,Hatchback,44000.0,Manual,1,Hyundai,Hyundai Grand i10,2016,Bangalore,18.9,5.0
Petrol,Hatchback,90000.0,Manual,2,Hyundai,Hyundai Getz,2006,Bangalore,15.3,5.0
Petrol,Sedan,30000.0,Automatic,1,Maruti,Maruti Ciaz,2016,Bangalore,19.12,5.0
Petrol,Hatchback,50000.0,Manual,1,Hyundai,Hyundai Grand i10,2018,Bangalore,18.9,5.0
Petrol,Hatchback,98000.0,Manual,1,Maruti,Maruti Swift,2019,Bangalore,22.0,5.0
Petrol,Hatchback,47000.0,Automatic,1,Honda,Honda Jazz,2017,Bangalore,18.2,5.0
Petrol,Sedan,70000.0,Manual,1,Hyundai,Hyundai Verna,2019,Bangalore,17.0,5.0
Petrol,Hatchback,16998.0,Manual,1,Maruti,Maruti Alto 800,2020,Bangalore,22.05,5.0
Petrol,Hatchback,15256.0,Automatic,1,Hyundai,Hyundai Grand i10,2017,Bangalore,18.9,5.0
Petrol,Sedan,70000.0,Manual,1,Hyundai,Hyundai Verna,2019,Bangalore,17.0,5.0
Petrol,Hatchback,4495.0,Automatic,1,Datsun,Datsun RediGO,2020,Bangalore,22.5,5.0
Petrol,MUV,34561.0,Manual,1,Renault,Renault Triber,2020,Bangalore,20.0,7.0
Petrol,Hatchback,40000.0,Manual,2,Maruti,Maruti Alto K10,2018,Bangalore,23.95,5.0
Petrol,Hatchback,142135.0,Manual,1,Tata,Tata Tiago,2016,Bangalore,23.84,5.0
Petrol,Sedan,120000.0,Manual,1,Ford,Ford Aspire,2021,Bangalore,18.5,5.0
Petrol,Hatchback,9553.0,Automatic,1,Maruti,Maruti Wagon R,2019,Bangalore,20.52,5.0
Petrol,Hatchback,7600.0,Manual,1,Renault,Renault KWID,2022,Bangalore,21.46,5.0
Diesel,SUV,120000.0,Manual,1,Jeep,Jeep Compass,2017,Bangalore,17.1,5.0
Petrol,Hatchback,20000.0,Automatic,1,Hyundai,Hyundai Grand i10,2017,Bangalore,18.9,5.0
Petrol,Hatchback,45578.0,Manual,1,Hyundai,Hyundai i20,2016,Bangalore,18.6,5.0
Petrol,Sedan,100000.0,Manual,1,Volkswagen,Volkswagen Jetta,2013,Bangalore,14.69,5.0
Diesel,Sedan,100000.0,Automatic,2,BMW,BMW 3 Series,2014,Bangalore,22.69,5.0
Petrol,SUV,42000.0,Manual,1,Ford,Ford Ecosport,2019,Bangalore,17.0,5.0
Petrol,Hatchback,90000.0,Manual,2,Hyundai,Hyundai i10,2013,Bangalore,20.36,5.0
Diesel,Sedan,70000.0,Manual,1,Hyundai,Hyundai Verna,2012,Bangalore,22.32,5.0
Diesel,SUV,100000.0,Automatic,3,Ford,Ford Endeavour,2010,Bangalore,11.4,7.0
Petrol,Hatchback,16306.0,Manual,1,Maruti,Maruti Ignis,2017,Bangalore,20.89,5.0
Petrol,Hatchback,25086.0,Manual,3,Maruti,Maruti Wagon R,2020,Bangalore,20.52,5.0
Petrol,Hatchback,54845.0,Manual,1,Maruti,Maruti Baleno,2017,Bangalore,21.01,5.0
Diesel,Hatchback,35642.0,Manual,1,Ford,Ford Freestyle,2020,Bangalore,24.4,5.0
Petrol,Hatchback,22173.0,Automatic,1,Maruti,Maruti Baleno,2016,Bangalore,21.4,5.0
Petrol,Hatchback,67790.0,Manual,1,Hyundai,Hyundai Grand i10,2014,Bangalore,18.9,5.0
Petrol,Hatchback,38000.0,Manual,1,Maruti,Maruti Alto K10,2019,Bangalore,23.95,5.0
Petrol,Hatchback,49713.0,Manual,2,Honda,Honda Brio,2012,Bangalore,19.4,5.0
Petrol,Hatchback,10002.0,Manual,1,Renault,Renault KWID,2021,Bangalore,21.46,5.0
Diesel,SUV,46706.0,Manual,1,Mahindra,Mahindra XUV500,2017,Bangalore,16.0,7.0
Diesel,Hatchback,90000.0,Manual,2,Maruti,Maruti Swift,2014,Bangalore,25.2,5.0
Petrol,Hatchback,55833.0,Automatic,1,Volkswagen,Volkswagen Polo,2017,Bangalore,17.21,5.0
Diesel,Sedan,54000.0,Manual,1,Skoda,Skoda Rapid,2016,Bangalore,21.13,5.0
Diesel,SUV,68000.0,Manual,2,Ford,Ford Ecosport,2016,Bangalore,21.7,5.0
Diesel,Hatchback,113348.0,Manual,3,Ford,Ford Figo,2010,Bangalore,20.0,5.0
Diesel,Sedan,134000.0,Automatic,1,Audi,Audi A6,2014,Bangalore,17.68,5.0
Petrol,SUV,20000.0,Automatic,1,Renault,Renault Kiger,2022,Bangalore,19.03,5.0
Petrol,Hatchback,52311.0,Manual,1,Maruti,Maruti Swift,2014,Bangalore,22.38,5.0
Petrol,Sedan,59514.0,Manual,1,Maruti,Maruti Swift Dzire,2014,Bangalore,22.41,5.0
Petrol,SUV,10000.0,Automatic,1,Renault,Renault Kiger,2022,Bangalore,19.03,5.0
Petrol,Hatchback,36743.0,Manual,1,Maruti,Maruti Baleno,2020,Bangalore,21.01,5.0
Petrol,Hatchback,83046.0,Manual,1,Maruti,Maruti Celerio,2015,Bangalore,25.24,5.0
Petrol,Hatchback,10000.0,Automatic,1,Maruti,Maruti Celerio,2018,Bangalore,23.1,5.0
Petrol,Hatchback,59420.0,Manual,2,Honda,Honda Jazz,2016,Bangalore,18.7,5.0
Petrol,Sedan,4545.0,Manual,1,Tata,Tata Tigor,2023,Bangalore,20.3,5.0
Petrol,Hatchback,70404.0,Manual,1,Maruti,Maruti Swift,2011,Bangalore,22.38,5.0
Petrol,Sedan,39725.0,Manual,1,Maruti,Maruti Ciaz,2016,Bangalore,20.73,5.0
Petrol,Hatchback,60000.0,Manual,2,Maruti,Maruti Wagon R,2006,Bangalore,18.9,5.0
Petrol,SUV,50000.0,Manual,2,Ford,Ford Ecosport,2018,Bangalore,17.0,5.0
Petrol,Sedan,50000.0,Manual,3,Hyundai,Hyundai Elantra,2013,Bangalore,16.3,5.0
Diesel,SUV,23272.0,Manual,1,Ford,Ford Ecosport,2021,Bangalore,21.7,5.0
Petrol,SUV,8407.0,Manual,1,Ford,Ford Ecosport,2020,Bangalore,15.9,5.0
Petrol,Hatchback,50000.0,Automatic,1,Maruti,Maruti Swift,2018,Bangalore,21.21,5.0
Petrol,Hatchback,54305.0,Manual,1,Hyundai,Hyundai i20,2012,Bangalore,18.5,5.0
Petrol,Hatchback,50000.0,Manual,2,Hyundai,Hyundai i10,2016,Bangalore,19.81,5.0
Petrol,Hatchback,64998.0,Automatic,1,Maruti,Maruti Ignis,2017,Bangalore,20.89,5.0
Petrol,Hatchback,75940.0,Manual,1,Hyundai,Hyundai i20,2015,Bangalore,18.6,5.0
Petrol,Hatchback,25639.0,Manual,1,Honda,Honda Jazz,2016,Bangalore,18.7,5.0
Diesel,SUV,44107.0,Manual,1,Mahindra,Mahindra XUV500,2019,Bangalore,15.1,7.0
Petrol,Sedan,60000.0,Manual,2,Hyundai,Hyundai Verna,2014,Bangalore,17.01,5.0
Petrol,Hatchback,41594.0,Manual,1,Maruti,Maruti Celerio,2018,Bangalore,23.1,5.0
Petrol,Hatchback,24786.0,Automatic,2,Maruti,Maruti Wagon R,2020,Bangalore,20.52,5.0
Petrol,Hatchback,56000.0,Manual,1,Maruti,Maruti Alto K10,2017,Bangalore,23.95,5.0
Petrol,Sedan,90000.0,Automatic,1,Honda,Honda City,2018,Bangalore,18.3,5.0
Petrol,Hatchback,31000.0,Manual,2,Hyundai,Hyundai i20,2019,Bangalore,18.6,5.0
Petrol,Sedan,36000.0,Manual,1,Hyundai,Hyundai Verna,2017,Bangalore,17.7,5.0
Petrol,Hatchback,19065.0,Manual,1,Maruti,Maruti Swift,2018,Bangalore,22.0,5.0
Petrol,Hatchback,30538.0,Automatic,1,Honda,Honda Jazz,2019,Bangalore,18.2,5.0
Petrol,Hatchback,48891.0,Manual,2,Hyundai,Hyundai i20,2018,Bangalore,18.6,5.0
Petrol,Hatchback,60000.0,Automatic,2,Mercedes-Benz,Mercedes-Benz A Class,2014,Bangalore,15.5,5.0
Petrol,Hatchback,26676.0,Manual,1,Maruti,Maruti Swift,2018,Bangalore,22.0,5.0
Petrol,Hatchback,35647.0,Manual,1,Maruti,Maruti Swift,2015,Bangalore,22.38,5.0
Petrol,Hatchback,63825.0,Manual,1,Toyota,Toyota Glanza,2020,Bangalore,22.35,5.0
Petrol,Sedan,31346.0,Manual,2,Honda,Honda City,2018,Bangalore,17.4,5.0
Petrol,Hatchback,79349.0,Manual,2,Hyundai,Hyundai i20,2015,Bangalore,18.6,5.0
Diesel,SUV,88203.0,Manual,1,Mahindra,Mahindra XUV500,2015,Bangalore,15.1,7.0
Petrol,Hatchback,52228.0,Manual,1,Maruti,Maruti Wagon R,2015,Bangalore,20.51,5.0
Diesel,SUV,70000.0,Automatic,1,Hyundai,Hyundai Creta,2015,Bangalore,17.01,5.0
Petrol,SUV,40542.0,Manual,1,Nissan,Nissan Magnite,2022,Bangalore,20.0,5.0
Petrol,SUV,47936.0,Automatic,1,Renault,Renault Duster,2019,Bangalore,14.99,5.0
Diesel,Sedan,70000.0,Automatic,2,Skoda,Skoda Superb,2008,Bangalore,11.9,5.0
Petrol,Sedan,110000.0,Manual,5,Honda,Honda City,2013,Bangalore,16.8,5.0
Petrol,SUV,45000.0,Manual,2,Hyundai,Hyundai Creta,2016,Bangalore,15.29,5.0
Petrol,SUV,20469.0,Manual,1,Hyundai,Hyundai Venue,2019,Bangalore,18.27,5.0
Petrol,Hatchback,60000.0,Manual,1,Hyundai,Hyundai i20,2011,Bangalore,17.0,5.0
Petrol,Sedan,70000.0,Manual,2,Maruti,Maruti Swift Dzire,2012,Bangalore,19.1,5.0
Diesel,Sedan,150000.0,Manual,4,Skoda,Skoda Rapid,2014,Bangalore,20.5,5.0
Petrol,Sedan,46258.0,Manual,2,Volkswagen,Volkswagen Vento,2017,Bangalore,16.09,5.0
Petrol,Hatchback,54242.0,Manual,3,Maruti,Maruti Wagon R,2013,Bangalore,18.9,5.0
Petrol,Hatchback,90727.0,Automatic,1,Honda,Honda Jazz,2017,Bangalore,19.0,5.0
Diesel,SUV,100000.0,Manual,1,Mahindra,Mahindra XUV500,2012,Bangalore,15.1,7.0
Petrol,Sedan,31003.0,Manual,1,Maruti,Maruti Swift Dzire,2017,Bangalore,21.21,5.0
Petrol,Hatchback,24233.0,Manual,1,Hyundai,Hyundai Grand i10,2017,Bangalore,18.9,5.0
Petrol,Hatchback,90000.0,Manual,3,Volkswagen,Volkswagen Polo,2015,Bangalore,16.47,5.0
Petrol,Hatchback,36983.0,Manual,1,Honda,Honda Jazz,2017,Bangalore,18.7,5.0
Diesel,Hatchback,68915.0,Automatic,1,Mercedes-Benz,Mercedes-Benz B Class,2014,Bangalore,14.8,5.0
Petrol,Hatchback,5440.0,Manual,1,Maruti,Maruti Swift,2021,Bangalore,22.38,5.0
Petrol,Hatchback,8096.0,Manual,1,Tata,Tata Tiago,2021,Bangalore,20.09,5.0
Diesel,Sedan,120000.0,Manual,2,Skoda,Skoda Rapid,2012,Bangalore,20.5,5.0
Petrol,SUV,60000.0,Manual,3,Renault,Renault Duster,2014,Bangalore,13.24,5.0
Diesel,SUV,120000.0,Manual,1,Tata,Tata Safari Storme,2017,Bangalore,14.1,7.0
Diesel,MUV,125903.0,Manual,2,Renault,Renault Lodgy,2015,Bangalore,19.98,7.0
Petrol,Hatchback,33040.0,Manual,2,Hyundai,Hyundai i20,2018,Bangalore,18.6,5.0
Diesel,SUV,110000.0,Manual,2,Toyota,Toyota Fortuner,2009,Bangalore,11.5,7.0
Diesel,Hatchback,30722.0,Manual,1,Hyundai,Hyundai i20,2019,Bangalore,22.54,5.0
Diesel,Sedan,80000.0,Manual,1,Honda,Honda City,2016,Bangalore,26.0,5.0
Diesel,SUV,120000.0,Manual,2,Toyota,Toyota Fortuner,2009,Bangalore,11.5,7.0
Petrol,Sedan,58778.0,Manual,1,Honda,Honda City,2014,Bangalore,17.4,5.0
Petrol,Hatchback,51395.0,Manual,1,Maruti,Maruti S-Presso,2019,Bangalore,21.7,5.0
Petrol,SUV,100000.0,Automatic,2,Ford,Ford Ecosport,2015,Bangalore,14.7,5.0
Petrol,Sedan,65881.0,Manual,2,Maruti,Maruti Swift Dzire,2013,Bangalore,22.41,5.0
Petrol,Hatchback,49934.0,Manual,2,Maruti,Maruti Swift,2014,Bangalore,22.38,5.0
Diesel,Sedan,91000.0,Manual,2,Honda,Honda City,2016,Bangalore,26.0,5.0
Petrol,Hatchback,61576.0,Manual,2,Maruti,Maruti Celerio X,2018,Bangalore,21.63,5.0
Petrol,Sedan,114321.0,Manual,2,Maruti,Maruti Ciaz,2016,Bangalore,20.73,5.0
Petrol,Hatchback,53125.0,Manual,1,Maruti,Maruti S-Presso,2019,Bangalore,21.7,5.0
Petrol,Hatchback,36462.0,Automatic,1,Renault,Renault KWID,2020,Bangalore,22.0,5.0
Petrol,SUV,13000.0,Manual,2,Renault,Renault Duster,2018,Bangalore,14.99,5.0
Diesel,Sedan,41000.0,Manual,1,Hyundai,Hyundai Verna,2018,Bangalore,22.0,5.0
Petrol,Hatchback,94471.0,Automatic,1,Volkswagen,Volkswagen Polo,2017,Bangalore,17.21,5.0
Diesel,MUV,58000.0,Manual,1,Toyota,Toyota Innova,2011,Bangalore,12.8,7.0
Petrol,Hatchback,46000.0,Manual,1,Maruti,Maruti Wagon R,2016,Bangalore,20.52,5.0
Petrol,SUV,10000.0,Manual,1,MG,MG Astor,2022,Bangalore,,5.0
Petrol,SUV,50000.0,Manual,1,Toyota,Toyota Urban cruiser,2021,Bangalore,17.03,5.0
Petrol,Hatchback,36004.0,Manual,2,Maruti,Maruti Celerio,2020,Bangalore,21.63,5.0
Petrol,Sedan,58808.0,Manual,2,Honda,Honda City,2016,Bangalore,17.8,5.0
Petrol,Hatchback,31983.0,Manual,1,Hyundai,Hyundai i20,2016,Bangalore,18.6,5.0
Diesel,SUV,78536.0,Manual,1,Maruti,Maruti Vitara Brezza,2016,Bangalore,24.3,5.0
Diesel,SUV,20000.0,Manual,1,Kia,Kia Seltos,2022,Bangalore,20.8,5.0
Petrol,Sedan,54134.0,Manual,2,Maruti,Maruti Swift Dzire,2013,Bangalore,22.41,5.0
Petrol,SUV,10000.0,Automatic,1,Kia,Kia Seltos,2021,Bangalore,16.8,5.0
Petrol,Hatchback,27227.0,Manual,2,Hyundai,Hyundai Grand i10,2019,Bangalore,18.9,5.0
Petrol,SUV,25508.0,Automatic,1,Jeep,Jeep Compass,2019,Bangalore,16.0,5.0
Petrol,Hatchback,30000.0,Manual,1,Hyundai,Hyundai i20,2017,Bangalore,18.6,5.0
Petrol,SUV,20000.0,Automatic,1,Kia,Kia Seltos,2019,Bangalore,16.5,5.0
Diesel,Sedan,100000.0,Manual,2,Volkswagen,Volkswagen Vento,2012,Bangalore,20.54,5.0
Petrol,SUV,20000.0,Automatic,1,Mahindra,Mahindra Thar,2021,Bangalore,,4.0
Petrol,Hatchback,50000.0,Manual,1,Hyundai,Hyundai i20,2011,Bangalore,17.0,5.0
Diesel,Hatchback,40000.0,Manual,1,Hyundai,Hyundai i20,2019,Bangalore,22.54,5.0
Petrol,SUV,19047.0,Automatic,1,Hyundai,Hyundai Venue,2021,Bangalore,18.15,5.0
Petrol,SUV,50000.0,Manual,1,Tata,Tata Nexon,2020,Bangalore,17.0,5.0
Petrol,Hatchback,64453.0,Automatic,1,Maruti,Maruti Celerio,2018,Bangalore,23.1,5.0
Petrol,Hatchback,43387.0,Manual,1,Honda,Honda Brio,2018,Bangalore,18.5,5.0
Petrol,Hatchback,36538.0,Automatic,1,Maruti,Maruti Baleno,2020,Bangalore,19.56,5.0
Petrol,Hatchback,36787.0,Manual,2,Hyundai,Hyundai i20 Active,2017,Bangalore,17.19,5.0
Petrol,Hatchback,32112.0,Manual,2,Maruti,Maruti Celerio,2018,Bangalore,25.24,5.0
Petrol,Hatchback,53701.0,Manual,1,Hyundai,Hyundai Grand i10,2017,Bangalore,18.9,5.0
Petrol,Hatchback,30000.0,Manual,2,Hyundai,Hyundai Grand i10,2018,Bangalore,18.9,5.0
Petrol,Hatchback,26085.0,Manual,2,Maruti,Maruti Alto 800,2020,Bangalore,22.05,5.0
Petrol,Hatchback,46894.0,Manual,3,Hyundai,Hyundai Grand i10,2016,Bangalore,18.9,5.0
Petrol,SUV,30000.0,Manual,1,Kia,Kia Sonet,2021,Bangalore,18.2,5.0
Petrol,SUV,53692.0,Automatic,2,Honda,Honda CR-V,2017,Bangalore,12.0,5.0
Diesel,SUV,37809.0,Automatic,2,Mahindra,Mahindra XUV500,2018,Bangalore,15.1,7.0
Petrol,Hatchback,33000.0,Automatic,1,Tata,Tata Tiago,2018,Bangalore,23.84,5.0
Petrol,Hatchback,30813.0,Manual,1,Maruti,Maruti Wagon R,2022,Bangalore,20.52,5.0
Diesel,Sedan,56254.0,Manual,1,Hyundai,Hyundai Verna,2013,Bangalore,23.9,5.0
Petrol,Sedan,15727.0,Automatic,2,Maruti,Maruti Ciaz,2020,Bangalore,20.04,5.0
Electric,Hatchback,20000.0,Automatic,1,Mahindra,Mahindra e2o Plus,2017,Bangalore,,4.0
Electric,Hatchback,150.0,Automatic,1,MG,MG Comet EV,2023,Bangalore,,4.0
Petrol,Hatchback,21113.0,Manual,1,Hyundai,Hyundai i20,2021,Bangalore,20.0,5.0
Diesel,Sedan,71775.0,Manual,1,Hyundai,Hyundai Elantra,2021,Bangalore,14.59,5.0
Petrol,Hatchback,59882.0,Automatic,1,Maruti,Maruti Swift,2018,Bangalore,22.56,5.0
Petrol,Hatchback,24463.0,Automatic,2,Hyundai,Hyundai Grand i10,2014,Bangalore,18.9,5.0
Petrol,Sedan,72352.0,Manual,1,Honda,Honda City,2015,Bangalore,17.4,5.0
Diesel,SUV,90928.0,Manual,1,Ford,Ford Ecosport,2017,Bangalore,23.0,5.0
Petrol,SUV,10000.0,Manual,2,Nissan,Nissan Magnite,2021,Bangalore,20.0,5.0
Petrol,Hatchback,60000.0,Manual,2,Ford,Ford Figo,2014,Bangalore,15.6,5.0
Diesel,SUV,117530.0,Manual,1,Maruti,Maruti Vitara Brezza,2016,Bangalore,24.3,5.0
Petrol,Hatchback,102814.0,Manual,1,Maruti,Maruti Swift,2011,Bangalore,22.38,5.0
Petrol,Hatchback,20000.0,Manual,1,Tata,Tata Tiago,2021,Bangalore,19.01,5.0
Petrol,Hatchback,34801.0,Automatic,1,Maruti,Maruti Celerio,2017,Bangalore,23.1,5.0
Petrol,Hatchback,51877.0,Manual,3,Maruti,Maruti Celerio,2018,Bangalore,25.24,5.0
Petrol,Sedan,10000.0,Automatic,1,Hyundai,Hyundai Verna,2023,Bangalore,18.45,5.0
Petrol,Hatchback,17125.0,Manual,2,Maruti,Maruti Celerio X,2018,Bangalore,21.63,5.0
Diesel,SUV,30000.0,Manual,1,Renault,Renault Duster,2014,Bangalore,20.45,5.0
Petrol,Hatchback,50318.0,Manual,1,Maruti,Maruti Baleno,2016,Bangalore,21.4,5.0
Petrol,Sedan,46123.0,Manual,1,Hyundai,Hyundai Verna,2012,Bangalore,17.01,5.0
Petrol,Hatchback,120000.0,Manual,3,Hyundai,Hyundai Getz,2006,Bangalore,15.3,5.0
Diesel,Hatchback,70000.0,Manual,2,Hyundai,Hyundai i20,2015,Bangalore,22.54,5.0
Diesel,Sedan,33360.0,Automatic,1,Volkswagen,Volkswagen Jetta,2014,Bangalore,16.96,5.0
Petrol,Hatchback,10000.0,Manual,1,Tata,Tata Altroz,2023,Bangalore,19.33,5.0
Petrol,Hatchback,60000.0,Manual,3,Hyundai,Hyundai Santro Xing,2006,Bangalore,,5.0
Petrol,Hatchback,11045.0,Automatic,1,Hyundai,Hyundai i20,2021,Bangalore,19.65,5.0
Diesel,Sedan,51406.0,Automatic,1,Volkswagen,Volkswagen Vento,2018,Bangalore,22.15,5.0
Diesel,Hatchback,70000.0,Manual,1,Tata,Tata Indica V2,2012,Bangalore,25.0,5.0
Petrol,Hatchback,26031.0,Manual,1,Maruti,Maruti Baleno,2017,Bangalore,21.4,5.0
Petrol,Hatchback,30740.0,Manual,1,Maruti,Maruti Swift,2016,Bangalore,22.38,5.0
Petrol,SUV,20000.0,Automatic,1,MG,MG Astor,2022,Bangalore,14.82,5.0
Petrol,Hatchback,65909.0,Automatic,1,Maruti,Maruti Ignis,2017,Bangalore,20.89,5.0
